Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
81236,1,19,18,4,B,C,Y,B,B,D,7,B,B,10,1,A,A,N,56,14,Y,2,B,1,31,1,11,5,Y,N,D,2,1
81238,1,6,14,5,B,K,Y,B,B,E,8,H,B,20,1,A,K,Y,76,6,N,8,A,2,22,1,21,7,Y,Y,E,4,4
81239,1,13,24,1,W,C,Y,B,B,D,3,L,B,20,1,A,I,N,83,19,N,7,B,2,25,1,8,7,N,N,A,5,1
81242,1,19,16,5,N,K,Y,B,B,E,3,J,B,15,1,A,Q,N,16,12,Y,18,A,2,28,1,22,3,Y,N,E,2,5
81243,0,17,6,4,N,B,N,B,B,D,12,B,B,20,3,A,E,N,58,8,N,12,A,2,25,1,23,2,N,N,A,2,2
81244,1,14,7,2,B,C,Y,B,B,D,7,A,B,15,3,A,I,N,85,14,N,7,A,1,40,1,6,3,Y,N,E,1,3
81248,1,18,16,6,B,A,Y,B,A,D,3,B,B,15,1,A,I,N,49,8,N,6,A,2,31,1,23,1,Y,N,C,2,4
81249,1,13,20,4,N,C,Y,B,B,D,7,B,B,15,1,A,D,N,33,17,N,3,B,1,22,1,4,2,Y,N,E,1,1
81250,1,16,17,3,N,A,N,B,B,D,3,B,B,10,3,A,I,N,54,7,Y,15,A,3,40,1,16,1,N,N,D,3,11
81251,1,6,18,2,B,I,N,B,B,E,8,J,B,10,1,A,J,N,79,10,N,3,A,2,31,1,21,4,Y,N,C,2,2
81255,0,16,6,4,B,I,Y,B,B,E,3,J,B,10,3,A,K,N,48,9,Y,6,A,1,40,1,20,4,Y,N,D,2,5
81257,1,13,21,9,E,C,N,B,B,D,8,L,B,20,1,W,D,N,64,23,N,11,A,2,40,1,14,3,Y,N,E,2,7
81258,1,4,16,5,B,K,N,B,B,F,2,H,B,15,3,A,R,Y,60,7,Y,8,A,4,25,1,1,2,Y,Y,E,4,2
81259,1,16,16,1,B,I,Y,B,B,E,3,H,B,5,1,A,R,Y,100,8,N,17,A,3,25,1,10,5,Y,Y,E,3,2
81260,1,10,21,1,N,K,N,B,B,E,12,J,B,15,1,A,R,Y,61,25,N,11,A,2,22,1,1,7,Y,Y,E,2,9
81262,0,17,14,4,E,A,Y,B,B,D,3,B,B,5,1,A,I,N,82,5,Y,16,A,3,28,1,7,3,Y,N,D,4,5
81264,1,11,19,1,E,K,Y,B,B,E,8,H,D,20,1,A,R,Y,31,14,Y,8,A,1,40,1,13,6,Y,Y,C,3,3
81265,1,3,18,1,B,C,N,B,B,D,12,L,B,15,2,A,I,N,76,11,Y,22,A,1,31,1,16,4,N,N,E,1,9
81267,1,12,23,1,N,C,Y,B,B,D,12,L,B,15,1,A,E,Y,95,15,N,13,A,2,34,1,1,6,Y,Y,D,4,1
81268,0,3,4,3,C,H,N,B,B,E,2,H,B,20,1,A,R,N,22,8,Y,11,B,2,31,1,7,2,N,N,A,2,1
81269,0,7,17,5,W,B,Y,B,B,D,3,B,B,20,1,A,I,N,94,9,N,21,C,2,40,1,4,4,Y,N,E,2,10
81271,0,6,17,2,B,A,Y,B,B,D,3,B,B,10,3,A,B,N,69,10,N,9,A,2,34,1,17,3,Y,N,C,2,4
81272,0,4,6,4,N,A,N,B,B,D,8,B,B,15,1,A,I,Y,83,7,N,6,C,2,40,1,12,1,Y,Y,E,2,4
81275,1,9,17,1,B,B,N,B,B,D,12,B,D,15,1,A,A,N,72,12,Y,22,A,1,28,1,18,5,Y,N,E,1,10
81277,1,7,13,4,B,A,N,B,A,B,8,B,B,20,3,A,B,N,80,11,Y,12,A,1,37,1,11,6,N,N,A,1,6
81278,0,4,7,5,N,C,N,B,D,B,8,B,B,10,3,A,B,N,60,9,N,5,B,2,22,1,12,6,N,N,A,3,1
81280,1,19,22,5,E,K,Y,B,B,E,12,J,B,5,1,H,R,Y,56,21,N,16,A,2,40,1,18,5,N,Y,D,2,1
81281,1,9,22,6,B,C,Y,B,B,D,8,L,B,10,3,A,E,N,51,18,N,8,A,3,31,1,17,3,N,N,A,5,3
81285,1,5,14,5,E,K,N,B,B,E,3,H,A,15,1,A,K,N,70,9,Y,12,A,3,40,1,17,7,Y,N,E,3,6
81287,1,5,13,1,C,H,Y,B,B,E,8,H,B,20,1,N,L,N,39,8,N,3,B,2,40,1,19,6,N,N,A,2,1
81288,1,17,18,1,S,B,Y,B,B,D,3,B,B,20,1,D,I,Y,82,8,N,16,A,2,40,2,13,3,Y,Y,C,2,1
81289,0,7,12,3,N,A,Y,B,B,D,8,B,B,15,3,A,B,N,64,8,Y,7,B,2,37,1,17,1,Y,N,E,4,1
81292,0,16,8,5,B,C,Y,B,B,D,8,E,B,20,1,A,E,Y,35,19,N,5,C,2,25,1,18,3,Y,Y,E,2,1
81293,1,19,4,3,N,B,Y,B,B,D,8,B,B,10,3,A,B,N,36,11,Y,2,B,1,40,1,2,7,N,N,A,1,1
81294,1,8,21,6,W,H,Y,B,B,G,3,H,B,15,1,A,M,Y,86,16,N,15,B,2,34,1,1,6,N,Y,E,4,1
81297,0,5,10,7,B,A,N,B,B,B,12,B,B,5,1,A,B,N,67,11,N,14,A,2,31,1,5,4,Y,N,E,2,7
81299,1,3,12,5,N,K,N,B,B,E,2,J,B,15,1,A,R,N,92,13,N,9,A,2,28,1,1,4,Y,N,C,2,5
81300,0,1,9,4,C,A,N,B,B,D,12,B,B,20,1,N,B,N,28,16,N,6,A,2,25,1,21,5,N,N,E,3,1
81301,1,10,20,1,N,H,N,B,B,E,8,H,B,15,1,A,R,N,23,25,N,3,B,1,37,1,12,1,Y,N,E,1,1
81303,0,12,18,4,N,H,N,B,B,E,12,H,B,20,1,A,K,N,35,10,N,3,B,3,40,1,1,4,Y,N,D,6,1
81304,1,17,19,8,W,A,Y,B,B,D,12,B,B,10,3,A,I,N,91,8,N,11,A,2,40,1,12,6,Y,N,C,2,9
81305,1,11,5,3,N,C,N,B,D,D,12,L,B,10,1,A,E,Y,83,16,N,6,A,2,40,1,1,7,Y,Y,E,2,2
81307,0,14,19,3,N,K,Y,B,B,E,12,H,B,15,1,A,K,Y,66,16,Y,21,C,2,28,1,8,7,Y,Y,E,2,1
81310,1,2,17,4,N,A,N,B,D,D,3,B,B,15,1,A,I,N,53,11,N,16,B,2,40,1,24,4,Y,N,E,2,1
81311,1,9,11,2,W,K,N,B,B,E,3,J,B,20,1,A,R,Y,51,14,N,9,C,2,37,1,18,4,Y,Y,C,2,3
81312,0,16,18,1,N,K,N,B,B,E,8,H,B,15,1,C,K,Y,100,9,N,11,C,4,28,1,8,6,Y,Y,C,4,1
81313,1,9,10,4,N,K,Y,D,B,E,3,H,B,10,3,A,K,N,9,11,Y,11,A,3,31,1,21,1,N,N,A,3,8
81314,0,6,17,4,N,K,N,B,B,E,7,H,B,10,1,C,R,N,77,9,N,13,A,3,31,1,4,6,Y,N,E,3,1
81316,1,9,20,4,W,H,N,B,C,B,12,B,B,20,1,A,E,N,68,12,N,12,A,2,40,1,12,7,N,N,A,2,3
81319,1,16,20,2,E,H,N,B,B,E,3,I,B,20,0,A,K,N,52,12,N,6,B,2,25,1,1,3,N,N,A,2,1
81321,1,8,17,1,N,A,Y,B,B,D,3,B,B,20,1,A,E,N,34,9,N,3,B,2,40,1,8,3,Y,N,C,2,1
81322,1,11,12,1,N,H,N,B,B,E,8,H,B,15,1,A,K,N,49,17,N,2,B,2,31,1,18,1,N,N,A,2,1
81323,0,7,13,3,B,A,Y,B,B,D,8,B,B,10,3,A,B,N,93,7,Y,21,A,2,31,1,17,7,Y,N,E,2,10
81325,1,4,8,6,N,K,N,B,B,E,8,H,B,15,3,A,M,N,62,7,N,12,A,3,34,1,7,4,Y,N,E,3,5
81326,0,13,21,1,E,H,Y,B,B,D,3,L,B,5,2,A,A,N,50,22,N,4,B,2,40,1,15,6,N,N,A,2,1
81327,1,14,2,1,B,K,Y,B,B,E,12,H,B,10,1,A,M,Y,79,13,Y,8,C,1,22,1,16,2,Y,Y,D,1,1
81328,1,7,17,4,H,K,Y,B,B,E,3,H,B,15,1,A,N,N,86,7,N,22,A,2,34,1,17,7,Y,N,D,2,9
81333,1,10,12,1,N,K,Y,B,B,E,3,J,B,15,1,A,R,N,30,13,N,15,C,2,34,1,20,1,Y,N,E,2,12
81335,1,15,16,3,N,A,Y,B,B,D,2,B,B,15,1,A,B,N,27,7,N,13,C,2,28,1,11,4,Y,N,E,3,11
81340,1,13,22,4,W,H,Y,B,B,E,2,H,B,10,1,A,K,N,40,12,N,9,B,3,40,1,3,3,Y,N,D,3,1
81343,1,6,18,2,B,A,Y,B,B,D,8,B,A,20,3,A,B,N,35,10,Y,8,A,2,31,1,17,4,Y,N,E,4,1
81346,1,1,19,3,C,A,N,D,B,D,2,F,B,5,2,A,B,N,39,22,N,6,A,2,31,1,21,6,Y,N,C,1,4
81349,0,1,18,3,C,A,N,B,B,B,8,A,B,10,3,A,B,N,21,18,N,17,A,2,40,1,21,4,N,N,C,4,2
81351,1,2,18,2,N,H,Y,B,A,D,3,L,B,15,1,A,I,Y,88,13,Y,9,A,2,40,1,12,3,Y,Y,E,2,1
81352,0,5,8,5,B,K,Y,B,B,E,7,I,B,10,4,A,N,N,28,10,Y,4,A,1,40,1,15,1,Y,N,E,1,1
81353,0,3,9,6,N,B,Y,B,B,D,3,B,B,10,1,A,C,Y,91,8,N,9,A,3,37,1,21,7,Y,N,E,5,5
81354,0,15,15,3,N,A,Y,B,B,D,12,B,B,5,1,A,I,Y,88,11,N,8,A,1,40,1,9,3,Y,Y,E,2,4
81355,1,9,2,2,N,K,N,B,B,E,7,J,B,20,3,A,K,Y,91,11,Y,6,A,2,25,1,7,7,Y,N,E,2,2
81356,0,4,7,5,N,A,N,B,B,D,8,B,B,20,1,A,A,N,65,7,Y,8,B,2,28,1,14,7,Y,N,E,2,1
81357,0,1,8,1,C,A,N,B,B,B,8,L,B,20,1,N,B,N,43,17,Y,11,A,1,22,1,22,3,Y,N,D,2,6
81358,0,18,3,2,B,I,N,B,B,E,8,H,B,15,1,C,K,N,9,10,N,9,A,2,40,1,16,7,N,N,C,5,2
81359,1,17,6,4,N,K,N,D,B,E,3,J,B,20,2,A,K,N,69,7,Y,13,A,1,25,1,12,3,N,N,A,1,5
81363,1,5,19,3,N,K,N,B,B,E,12,H,B,20,3,A,J,N,59,6,N,9,A,2,40,1,9,6,Y,N,D,4,8
81367,1,13,22,2,E,K,N,B,B,E,3,H,B,10,2,A,K,N,53,23,Y,18,A,3,37,1,19,5,Y,N,C,4,2
81368,1,10,11,1,N,K,N,B,B,E,7,H,B,10,1,A,R,N,36,17,N,11,A,1,22,1,22,4,N,N,A,1,2
81370,0,13,8,5,N,K,Y,B,B,E,12,J,B,20,3,A,R,N,44,14,N,6,A,1,40,1,18,7,Y,N,E,2,1
81372,1,19,22,3,E,H,N,B,B,D,8,L,B,20,2,N,I,N,63,30,N,10,A,3,22,1,22,1,Y,N,C,3,4
81373,1,11,17,2,W,I,Y,B,B,E,12,H,B,15,1,A,K,Y,72,14,N,16,A,2,37,1,1,5,Y,Y,E,3,10
81374,0,14,2,2,E,H,Y,B,B,D,8,B,B,20,1,A,I,N,79,16,N,4,B,1,37,1,1,4,Y,N,D,1,1
81375,1,16,18,4,W,H,N,B,B,B,2,B,B,10,1,A,E,N,36,14,Y,6,A,3,37,1,21,4,N,N,A,3,3
81376,0,9,8,6,N,H,N,B,B,D,7,B,B,20,1,A,B,N,96,11,N,11,A,4,40,1,15,6,Y,N,E,4,6
81377,1,18,5,3,B,I,N,B,B,E,8,H,B,15,1,A,J,N,33,12,N,17,A,2,31,1,17,1,Y,N,C,3,11
81378,1,15,2,1,N,H,N,B,B,D,2,B,B,10,1,A,B,N,11,12,N,9,A,2,31,1,18,3,Y,N,E,5,1
81380,1,6,21,1,N,A,Y,B,B,D,12,B,B,10,3,A,E,N,46,12,N,16,A,2,25,1,18,4,Y,N,E,2,11
81387,1,6,13,3,B,K,N,B,B,E,8,H,B,10,3,A,M,N,50,7,N,5,A,2,37,1,2,5,Y,N,E,2,1
81388,0,2,19,4,C,A,N,B,B,B,12,F,B,20,1,A,I,N,57,15,N,16,C,4,34,1,24,4,Y,N,E,2,3
81389,1,11,6,4,N,C,N,B,B,D,8,E,B,10,2,A,D,N,29,15,N,4,A,2,22,1,19,4,Y,N,D,2,1
81390,1,5,13,4,B,K,N,B,B,E,3,J,B,20,2,A,K,N,59,8,Y,10,A,2,28,1,4,3,Y,N,E,2,1
81393,1,5,17,2,B,I,Y,B,B,E,3,H,B,15,3,A,K,N,33,8,N,6,A,1,40,1,19,6,N,N,C,3,1
81395,0,17,7,5,N,B,Y,B,B,D,8,B,D,10,1,A,I,N,39,7,N,4,B,2,22,1,11,1,N,N,A,3,1
81396,0,1,21,3,C,A,N,B,B,D,7,B,B,20,2,A,I,N,19,22,N,12,A,1,40,2,20,4,N,N,C,2,8
81399,1,6,15,2,B,K,Y,B,A,E,3,M,B,15,3,A,K,Y,77,10,N,8,C,2,22,1,23,7,Y,Y,E,2,1
81400,1,14,22,2,N,H,Y,B,B,E,2,H,B,5,1,A,K,N,13,20,N,3,B,2,22,1,17,3,N,N,A,3,1
81402,1,6,6,4,B,A,N,B,B,D,12,B,B,5,1,A,B,N,47,9,N,5,A,2,31,1,21,2,N,N,E,4,3
81404,0,7,2,2,B,K,N,B,B,E,8,H,B,20,3,A,R,N,68,10,N,7,A,2,40,1,25,1,Y,N,E,3,1
81405,1,4,4,3,N,A,Y,B,B,D,2,B,A,10,1,A,A,N,56,7,Y,8,A,2,37,1,4,7,Y,N,C,4,1
81407,1,15,15,2,W,I,N,B,B,G,7,H,B,15,1,A,K,Y,55,10,Y,12,A,1,28,1,9,7,N,Y,A,1,3
81408,0,11,7,5,N,C,N,B,B,D,7,L,B,15,1,A,I,Y,46,13,N,5,A,7,28,3,4,5,N,Y,E,7,1
81411,1,12,19,2,E,C,N,B,B,D,7,L,C,20,2,A,B,N,77,15,N,3,B,1,25,1,11,6,Y,N,E,1,1
81413,1,8,22,2,N,H,Y,B,B,E,12,H,B,10,1,A,R,N,36,20,Y,6,B,1,37,1,16,7,N,N,A,2,1
81414,1,15,6,4,N,B,N,B,B,D,8,B,B,10,1,A,A,N,37,9,N,13,A,2,25,1,1,7,N,N,A,3,8
81417,1,15,18,4,N,B,Y,B,D,D,12,B,B,10,1,S,B,N,64,13,N,20,A,2,37,1,25,4,Y,N,E,2,12
81419,1,9,18,4,N,K,Y,B,B,E,8,H,B,20,1,A,K,N,63,15,N,22,A,1,34,1,18,2,N,N,A,1,3
81422,0,9,18,4,N,C,N,B,B,D,12,B,B,20,1,A,D,N,69,11,N,9,A,2,31,1,25,4,Y,N,D,3,3
81423,1,15,18,2,N,B,Y,B,B,D,7,L,B,20,1,A,I,N,47,8,N,8,A,2,34,1,17,6,N,N,A,2,7
81424,0,3,18,1,B,H,Y,B,B,D,7,L,B,20,1,A,I,N,62,14,N,4,B,4,37,1,18,7,N,N,A,4,1
81426,1,10,5,3,N,K,N,B,B,E,12,H,B,5,3,A,R,N,28,17,N,14,A,1,34,1,22,4,Y,N,E,1,1
81431,1,13,22,4,N,C,Y,B,B,D,8,B,B,10,1,A,D,N,55,11,Y,11,A,4,37,1,17,3,Y,N,C,5,8
81433,0,12,18,4,B,C,N,B,B,D,8,B,B,10,2,A,B,N,22,13,N,5,A,2,40,1,25,7,Y,N,E,2,1
81439,1,9,13,4,N,K,Y,B,B,E,8,J,B,15,1,C,J,N,64,10,N,17,A,1,37,1,18,1,Y,N,C,1,5
81440,0,4,7,5,N,K,Y,B,B,E,12,H,B,20,3,A,N,N,28,7,Y,8,A,2,37,1,4,7,Y,N,E,2,1
81446,0,14,22,6,N,K,N,B,B,E,12,H,B,10,3,A,Q,N,86,20,N,13,A,3,31,1,20,7,Y,N,E,3,8
81447,0,19,17,2,N,K,N,B,B,E,3,H,B,10,1,A,R,N,52,11,N,17,A,3,34,1,7,7,N,N,A,5,11
81449,1,4,15,4,N,K,N,B,B,E,7,J,A,10,1,A,N,N,91,7,N,17,A,1,28,1,17,1,Y,N,D,1,1
81450,1,14,12,4,N,C,Y,B,B,D,7,L,B,15,3,A,I,N,52,21,N,5,A,1,40,1,24,5,Y,N,E,1,1
81453,1,3,6,3,N,C,Y,B,B,D,8,L,B,10,1,A,G,Y,58,17,N,4,A,2,28,1,2,6,Y,Y,E,5,3
81454,1,13,7,1,B,I,Y,B,B,E,3,H,B,10,2,D,K,N,29,17,N,13,A,1,40,1,14,7,Y,N,E,1,10
81456,1,1,12,6,C,H,Y,B,B,E,7,M,B,20,3,N,R,N,29,14,Y,6,B,3,40,2,21,6,N,N,E,4,1
81457,1,13,17,3,N,K,N,B,B,E,3,J,B,10,1,A,R,Y,87,15,N,18,A,2,37,1,9,7,Y,N,E,2,4
81461,0,12,12,4,E,H,Y,B,B,D,3,L,B,15,1,H,A,Y,89,14,N,17,A,2,34,2,21,7,Y,Y,E,3,3
81462,1,2,14,1,N,H,N,B,B,F,8,H,D,15,1,A,R,N,40,12,N,4,B,2,40,1,19,1,N,N,A,2,1
81464,0,14,14,7,N,A,N,B,B,D,8,A,B,20,3,A,B,N,81,11,N,4,B,2,34,1,19,3,Y,N,C,3,1
81466,0,4,8,5,B,K,N,B,D,E,12,H,B,20,3,A,K,Y,70,8,Y,15,A,2,34,1,1,7,Y,Y,E,2,4
81468,1,7,18,4,W,I,Y,B,A,E,7,H,B,10,1,A,N,N,66,8,Y,16,A,1,25,1,7,3,Y,N,D,1,3
81469,0,13,8,5,E,K,N,B,B,E,12,H,B,15,1,D,K,N,74,17,N,14,A,1,28,1,19,7,N,N,C,1,5
81475,1,12,13,1,N,K,Y,B,C,E,2,I,A,10,1,A,M,N,41,8,N,10,A,3,40,1,9,7,N,N,A,4,1
81476,1,12,20,2,N,B,Y,B,D,D,8,L,B,20,1,A,I,N,59,13,N,5,B,1,40,1,3,5,N,N,E,1,1
81478,1,17,6,4,N,A,N,B,B,D,8,B,B,15,1,A,B,N,53,8,Y,18,B,2,40,1,17,5,N,N,A,2,1
81480,1,12,22,4,N,C,N,B,B,D,3,L,B,15,1,A,I,N,38,13,N,9,C,2,37,1,1,7,Y,N,E,3,1
81482,1,3,6,4,N,C,Y,B,B,D,12,L,A,10,1,A,I,Y,62,10,N,5,A,2,28,1,20,3,Y,Y,C,7,3
81488,1,4,15,1,N,B,N,A,B,B,8,B,B,15,1,A,I,N,55,11,N,17,A,2,40,1,19,7,Y,N,D,2,5
81489,1,4,15,5,N,H,Y,B,B,E,8,H,B,15,2,A,J,N,81,6,Y,11,B,2,31,1,7,6,Y,N,E,2,1
81490,0,11,21,2,N,H,Y,B,B,D,12,L,B,20,1,A,I,N,70,29,Y,8,A,2,34,1,15,1,N,N,A,4,4
81491,0,6,5,1,B,I,Y,B,B,E,7,J,B,5,1,A,N,N,51,9,N,7,A,2,25,1,18,6,N,N,A,4,4
81496,1,13,6,4,B,K,N,B,B,E,12,H,B,10,1,A,R,N,41,13,Y,15,C,2,37,1,6,3,N,N,A,2,4
81497,1,13,20,1,B,C,N,B,B,D,7,B,B,15,2,A,A,N,49,13,Y,4,B,2,22,1,17,3,N,N,A,2,1
81502,1,6,19,2,N,K,N,B,B,E,3,H,B,20,3,A,K,N,47,10,N,4,A,1,34,1,16,2,Y,N,E,2,2
81504,0,14,22,1,N,C,Y,B,D,D,8,A,B,15,1,A,H,N,72,18,N,4,B,2,22,1,12,7,N,N,A,2,1
81506,0,14,20,3,N,B,N,B,B,D,8,L,B,20,1,A,I,N,94,12,Y,11,A,1,37,1,19,7,Y,N,D,1,1
81509,1,2,19,4,N,B,N,B,B,D,8,L,B,10,1,A,I,N,86,11,N,14,B,1,37,1,1,6,N,N,A,1,1
81510,1,16,14,1,B,H,N,B,B,E,8,H,B,15,3,C,J,N,42,9,N,6,B,2,25,1,1,1,N,N,A,3,1
81511,1,17,15,3,N,K,N,B,B,F,3,H,B,20,1,A,R,N,31,8,N,13,A,2,40,1,17,6,Y,N,C,2,1
81513,0,6,3,2,B,I,N,B,B,E,12,H,B,15,2,A,K,N,69,9,Y,5,A,2,22,1,5,1,Y,N,E,4,2
81515,1,10,22,2,N,C,Y,B,B,D,8,L,B,20,3,A,I,N,10,14,N,3,A,2,37,1,5,4,N,N,D,7,2
81517,1,9,23,4,N,C,Y,B,B,D,3,L,B,5,3,A,I,N,56,13,N,21,A,1,31,1,4,3,N,N,A,1,12
81518,1,5,3,2,C,K,Y,B,B,E,8,H,B,20,1,A,R,N,98,8,Y,12,A,2,40,1,3,7,Y,N,E,2,3
81519,1,16,11,2,N,H,N,B,B,E,8,H,B,20,1,A,K,N,42,8,N,6,B,2,40,1,9,1,N,N,A,3,1
81521,0,9,7,3,W,K,N,D,B,E,8,H,C,15,1,A,K,Y,73,11,N,12,C,1,31,1,11,1,Y,Y,E,1,1
81522,0,19,19,4,N,H,N,B,B,D,8,B,B,20,1,A,D,N,89,17,Y,5,B,2,22,1,7,3,N,N,A,3,1
81524,1,2,15,3,N,K,N,B,B,E,7,H,C,10,1,A,K,N,49,9,N,16,A,2,37,1,1,3,Y,N,E,2,1
81525,1,9,7,5,N,C,N,B,C,D,12,B,B,20,1,A,B,N,82,11,N,11,A,2,34,1,12,6,Y,N,C,5,5
81531,1,11,17,4,N,K,Y,B,B,E,8,H,C,10,1,A,R,Y,70,13,Y,13,A,2,28,1,14,7,Y,Y,E,4,6
81532,1,9,13,3,N,A,Y,B,B,D,3,B,B,20,1,A,H,N,86,11,N,22,A,1,31,1,8,6,Y,N,D,1,2
81534,1,5,5,3,B,A,N,B,B,B,2,B,B,20,1,A,I,Y,62,9,Y,14,C,2,40,1,18,6,Y,Y,E,2,1
81536,0,8,1,1,N,C,Y,B,B,D,12,B,B,5,1,A,B,N,69,12,Y,12,A,2,40,1,21,4,Y,N,E,2,1
81539,1,19,13,5,W,C,N,B,B,D,2,A,B,10,1,A,E,N,77,19,Y,8,A,2,31,1,4,4,Y,N,C,4,5
81544,0,13,19,1,N,C,N,B,B,D,2,B,D,15,1,A,I,N,81,21,N,13,A,3,37,1,12,4,Y,N,E,3,6
81545,0,12,7,5,N,K,N,B,B,E,12,M,B,15,1,A,J,N,59,28,Y,8,A,1,34,1,12,4,Y,N,E,1,4
81549,1,12,19,1,N,H,N,B,B,E,7,I,C,20,1,A,K,N,52,10,N,4,B,2,31,1,3,4,Y,N,E,2,1
81552,1,13,15,2,N,H,Y,B,B,D,12,B,B,20,1,A,I,N,44,11,N,5,B,1,40,1,1,2,N,N,A,3,1
81553,1,17,19,2,W,I,N,B,B,E,12,H,B,15,1,A,K,N,23,7,N,12,A,1,25,1,18,4,Y,N,D,2,2
81554,1,5,17,4,B,K,N,B,B,E,8,H,B,15,2,A,J,N,77,11,N,11,A,1,40,1,11,6,N,N,C,1,6
81555,0,1,21,2,S,A,N,B,D,D,3,F,B,20,2,A,B,N,21,19,Y,11,A,1,40,1,21,1,N,N,E,4,2
81556,1,13,21,1,S,C,Y,B,B,D,8,L,B,15,1,D,I,N,95,18,N,3,B,1,40,1,2,2,Y,N,E,1,1
81557,0,5,4,2,B,I,N,B,B,E,12,J,B,10,3,A,R,Y,89,6,N,11,A,2,37,1,17,5,Y,Y,E,2,1
81558,0,15,18,1,W,H,Y,B,B,D,3,B,B,10,1,A,I,N,55,12,Y,3,B,2,31,1,18,6,Y,N,C,2,1
81559,0,9,12,3,N,C,N,B,B,D,2,B,B,15,1,A,D,N,38,18,N,16,A,1,31,1,13,4,N,N,E,2,10
81560,1,14,21,6,N,K,N,B,B,E,2,H,B,10,1,A,L,N,90,19,Y,10,A,1,37,1,13,4,Y,N,D,1,7
81563,1,5,17,2,N,H,Y,B,B,E,3,H,B,10,1,A,R,N,52,8,Y,4,B,2,34,1,8,7,Y,N,D,2,1
81564,1,2,17,4,C,A,N,B,B,D,8,F,B,10,2,A,I,N,49,14,N,12,B,2,22,1,23,4,Y,N,E,2,1
81565,1,17,7,5,B,A,N,B,B,D,8,L,B,20,1,A,I,Y,61,9,N,11,A,2,31,1,17,6,Y,Y,E,2,4
81567,0,1,20,2,C,H,N,B,B,F,8,H,B,15,3,A,R,N,33,23,N,5,B,2,37,1,21,4,N,N,E,2,12
81568,1,12,20,9,B,H,N,B,B,D,7,B,B,5,1,W,B,N,29,14,N,4,A,2,25,1,25,5,Y,N,E,2,1
81571,1,14,8,6,N,C,Y,B,B,D,12,L,A,20,1,A,I,Y,69,17,N,11,A,3,37,1,16,4,Y,Y,E,6,4
81573,1,19,4,3,B,I,Y,B,D,E,8,H,B,10,1,A,K,N,23,9,N,9,A,3,34,1,18,7,N,N,A,3,3
81574,1,15,18,4,W,H,N,B,D,E,12,H,B,15,1,A,N,N,73,11,N,3,B,1,28,1,16,6,Y,N,D,1,1
81575,0,12,5,3,N,C,N,B,B,D,8,B,B,15,1,A,A,Y,70,9,N,6,A,2,34,1,22,6,Y,Y,C,3,4
81576,1,15,19,2,W,H,N,B,B,D,3,B,B,20,1,A,E,N,67,16,Y,11,C,1,37,1,9,7,Y,N,C,1,1
81577,0,2,19,4,C,B,N,B,B,D,8,B,B,15,1,A,A,N,54,15,N,3,A,2,40,1,24,3,Y,N,E,3,1
81579,1,18,13,8,N,B,N,B,B,D,8,B,D,15,1,C,I,N,11,10,N,6,A,4,25,1,21,6,Y,N,B,2,3
81585,0,9,12,2,N,C,N,B,B,B,7,L,B,10,1,A,B,N,83,13,N,13,A,2,31,1,2,1,Y,N,D,2,6
81586,1,16,21,2,N,B,N,B,B,D,12,B,B,15,3,A,I,N,42,13,N,9,A,1,40,1,21,4,Y,N,E,1,3
81593,1,11,19,2,N,K,Y,B,B,E,3,H,B,15,3,A,K,N,24,22,Y,15,A,5,31,1,1,4,N,N,A,5,5
81594,1,16,1,1,N,A,Y,B,D,D,8,B,B,10,3,A,I,N,26,7,N,3,A,1,40,1,19,4,Y,N,E,1,1
81595,1,6,18,6,N,K,N,B,B,E,3,H,B,20,1,A,L,Y,98,9,N,20,A,2,40,1,20,2,N,Y,D,2,12
81597,0,13,18,4,W,C,N,C,B,D,3,L,B,15,1,A,D,Y,92,17,Y,10,A,4,31,2,14,6,Y,Y,D,6,1
81598,1,11,17,6,W,C,N,B,B,D,8,L,B,20,1,A,I,Y,88,8,Y,7,A,2,40,2,1,2,Y,Y,E,2,5
81599,0,16,5,3,N,A,Y,B,B,D,3,A,B,20,3,A,B,Y,59,12,N,8,A,2,40,1,8,1,Y,Y,C,2,4
81600,1,8,15,4,N,K,Y,B,B,E,3,H,B,15,1,A,R,N,87,17,N,17,A,3,25,1,8,1,Y,N,D,3,11
81601,0,11,8,2,H,K,Y,D,B,E,3,H,B,10,1,A,N,Y,92,19,N,18,A,2,40,2,15,5,Y,Y,C,4,5
81602,1,19,5,3,N,C,N,B,D,D,3,B,B,15,1,A,D,N,34,19,Y,5,A,2,37,1,18,4,Y,N,D,2,4
81603,1,15,8,5,E,H,Y,B,D,D,3,A,B,20,1,A,I,N,56,20,N,4,A,2,37,1,6,4,N,N,A,2,1
81604,1,5,16,5,B,A,Y,B,A,D,8,B,B,5,1,A,I,Y,70,7,N,6,A,2,37,1,17,5,Y,Y,E,2,6
81605,0,13,22,3,B,H,Y,B,B,D,8,L,B,10,2,A,I,N,53,18,Y,3,B,2,37,1,4,4,Y,N,D,2,1
